5	10
26.20	13.04	87.59	21.52	167.53	
18.29	11.06	10.55	9.84	22.54	
30.40	85.84	90.76	124.86	22.03	
36.82	47.25	47.40	29.15	28.27	29.70	36.18	34.35	2.57	3.23	
8.30	7.08	2.53	11.37	2.89	8.75	12.17	7.35	7.24	11.71	
1.93	2.66	7.39	8.30	4.25	2.28	8.17	3.60	2.07	7.52	
9.55	7.22	6.52	5.62	7.13	9.95	7.23	6.40	7.95	7.30	
10.33	8.05	4.08	8.50	6.05	10.80	9.98	7.50	8.69	9.88	
1.56	0.82	7.62	6.01	4.77	1.98	5.86	1.61	0.36	5.21	
4.15	3.54	1.26	5.69	1.45	4.37	6.08	3.68	3.62	5.86	
0.97	1.33	3.69	4.15	2.12	1.14	4.09	1.80	1.03	3.76	
4.77	3.61	3.26	2.81	3.56	4.98	3.62	3.20	3.98	3.65	
5.17	4.02	2.04	4.25	3.03	5.40	4.99	3.75	4.35	4.94	
0.78	0.41	3.81	3.01	2.39	0.99	2.93	0.81	0.18	2.61	
51.19	43.17	13.92	87.68	19.44	45.88	118.53	44.84	56.74	89.76	
18.28	24.35	72.01	51.02	22.08	20.76	51.70	34.98	13.48	44.82	
88.28	42.30	53.52	46.86	35.98	97.77	58.17	37.23	65.35	70.80	
70.34	61.41	40.32	84.02	30.29	63.16	89.65	62.20	78.74	84.11	
15.00	7.06	68.52	57.80	28.72	19.38	47.32	12.85	3.21	35.26	

