4	8
29.33	92.16	14.13	36.60	
12.90	8.67	21.20	15.53	
62.14	143.57	24.19	49.02	
39.91	60.46	35.89	53.66	3.51	3.43	16.28	40.42	
5.44	3.89	4.07	3.04	5.00	1.36	5.71	3.52	
9.34	7.84	7.26	6.56	1.02	4.08	7.19	0.72	
6.44	5.37	1.43	2.58	9.28	6.68	2.89	7.65	
7.23	5.84	6.40	5.43	3.23	1.86	7.43	2.37	
2.72	1.94	2.03	1.52	2.50	0.68	2.86	1.76	
4.67	3.92	3.63	3.28	0.51	2.04	3.59	0.36	
3.22	2.68	0.72	1.29	4.64	3.34	1.44	3.82	
3.61	2.92	3.20	2.72	1.61	0.93	3.71	1.18	
46.39	24.14	31.48	24.95	35.33	10.03	55.63	21.10	
50.41	49.51	47.71	40.64	7.01	26.46	44.33	5.43	
47.61	39.29	13.12	17.89	54.69	46.77	27.34	71.96	
62.74	31.36	38.09	46.69	30.10	17.29	41.78	22.10	

